Model,Scenario,Region,Variable,Unit,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GCAM 4.2,ADVANCE_2030_WB2C,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.65473888,,,,,63.53801061,,,,,70.8551751,,,,,72.35102908,,,,,79.52074202,,,,,86.09167655,,,,,80.76110547,,,,,82.11742473,,,,,82.37578423,,,,,80.74752865,,,,,77.17684655,,,,,73.00325305,,,,,68.64077902,,,,,64.95543837,,,,,61.63990523,,,,,58.86993713,,,,,56.25693271,,,,,53.65385918,,,,,50.66667406,,,,,47.48676028
GCAM 4.2,ADVANCE_2030_WB2C,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829642,,,,,157.8289909,,,,,173.9615618,,,,,190.0872281,,,,,207.4313407,,,,,222.0934183,,,,,225.3204563,,,,,226.6800101,,,,,223.4078104,,,,,220.1814148,,,,,216.9729603,,,,,212.6096586,,,,,207.8550358,,,,,201.0516801,,,,,193.2074028,,,,,184.7856507,,,,,176.0911392,,,,,167.4033182,,,,,159.4197207,,,,,151.8151729
GCAM 4.2,ADVANCE_2030_WB2C,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.35295176,,,,,49.97054347,,,,,58.06793286,,,,,52.75534888,,,,,52.76501094,,,,,53.11894104,,,,,24.66040044,,,,,20.22889731,,,,,16.11981524,,,,,12.31482778,,,,,9.206666081,,,,,6.746719673,,,,,4.880264036,,,,,3.584777936,,,,,2.693448732,,,,,2.108303876,,,,,1.685650274,,,,,1.349604321,,,,,1.061887468,,,,,0.826503274
GCAM 4.2,ADVANCE_2030_WB2C,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0.499167661,,,,,0.934329939,,,,,1.454521969,,,,,2.357838353,,,,,3.270924571,,,,,4.416001968,,,,,5.803762589,,,,,7.097920105,,,,,9.096112993,,,,,12.22038032,,,,,15.40056214,,,,,19.13619691,,,,,23.59893095,,,,,28.36881021,,,,,33.5369381,,,,,39.11673678,,,,,42.35037831
GCAM 4.2,ADVANCE_NoPolicy,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,31889.09893,,,,,36595.38064,,,,,33587.83179,,,,,40161.73943,,,,,44819.77504,,,,,49335.40187,,,,,54033.18411,,,,,57713.48378,,,,,61135.499,,,,,63940.55071,,,,,66561.94924,,,,,69400.34524,,,,,72216.90779,,,,,75005.82043,,,,,76690.79373,,,,,78225.88739,,,,,79709.97161,,,,,81089.97439,,,,,82577.94732,,,,,85515.70653
GCAM 4.2,ADVANCE_NoPolicy,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526832,,,,,76.90235768,,,,,89.62176033,,,,,101.075989,,,,,113.5881645,,,,,125.7740496,,,,,138.2707563,,,,,150.4405705,,,,,162.0080672,,,,,173.565316,,,,,184.905063,,,,,196.2117092,,,,,207.0526706,,,,,217.2507388,,,,,226.5992972,,,,,235.131182,,,,,242.7768973,,,,,249.6156891,,,,,255.2043443
GCAM 4.2,ADVANCE_NoPolicy,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.65473909,,,,,63.53801017,,,,,70.85517394,,,,,78.42553512,,,,,86.30200635,,,,,93.34034239,,,,,99.29622574,,,,,104.1079665,,,,,108.4809745,,,,,112.7841885,,,,,115.7702646,,,,,118.9367169,,,,,122.234318,,,,,125.8242437,,,,,129.4991761,,,,,133.749622,,,,,138.5128755,,,,,143.0535078,,,,,147.5025817,,,,,151.8088073
GCAM 4.2,ADVANCE_NoPolicy,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829638,,,,,157.828991,,,,,173.961562,,,,,192.452081,,,,,211.3807197,,,,,227.2267011,,,,,241.5455994,,,,,256.5620069,,,,,271.0292678,,,,,284.4125558,,,,,299.821532,,,,,316.1737284,,,,,333.0953732,,,,,350.4003141,,,,,367.2155253,,,,,383.2471432,,,,,398.3930652,,,,,411.838225,,,,,422.5076761,,,,,434.5253317
GCAM 4.2,ADVANCE_NoPolicy,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.35295188,,,,,49.97054319,,,,,58.06793204,,,,,63.42691582,,,,,68.46553868,,,,,71.69408864,,,,,73.82412335,,,,,75.17379676,,,,,75.7637112,,,,,75.63302318,,,,,75.04033932,,,,,73.99211407,,,,,72.50418216,,,,,70.76564891,,,,,68.73437156,,,,,66.51855795,,,,,64.14945232,,,,,61.74453602,,,,,59.57521006,,,,,57.87079299
GCAM 4.2,ADVANCE_NoPolicy,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0.424522984,,,,,0.789834858,,,,,1.246430609,,,,,1.806563134,,,,,2.44861612,,,,,3.225096903,,,,,4.148537193,,,,,4.822508309,,,,,5.609933117,,,,,6.51013209,,,,,7.431417474,,,,,8.425993558,,,,,9.460333044,,,,,10.4984059,,,,,11.57177764,,,,,12.62762016,,,,,13.15737116
GCAM 4.2,EMF30_BCOC-EndU,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,40659.34555,,,,,,,,,,50225.60088,,,,,,,,,,62214.48696,,,,,,,,,,71573.81709,,,,,,,,,,80837.46893,,,,,,,,,,89118.46185,,,,,,,,,,95476.32035,,,,,,,,,,101112.279,,,,,,,,,,108017.9618
GCAM 4.2,EMF30_BCOC-EndU,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,87.45419981,,,,,,,,,,110.5681985,,,,,,,,,,137.0270424,,,,,,,,,,164.1183141,,,,,,,,,,190.6864038,,,,,,,,,,215.8407269,,,,,,,,,,238.2147337,,,,,,,,,,256.476985,,,,,,,,,,270.5702496
GCAM 4.2,EMF30_BCOC-EndU,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,78.16805968,,,,,,,,,,92.4908519,,,,,,,,,,104.0697647,,,,,,,,,,114.6419351,,,,,,,,,,122.9656855,,,,,,,,,,131.9915801,,,,,,,,,,142.9479747,,,,,,,,,,156.5190974,,,,,,,,,,170.9104327
GCAM 4.2,EMF30_BCOC-EndU,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,188.5846404,,,,,,,,,,220.673451,,,,,,,,,,251.8459585,,,,,,,,,,284.8386283,,,,,,,,,,322.9572463,,,,,,,,,,363.9157841,,,,,,,,,,405.1459716,,,,,,,,,,442.7671992,,,,,,,,,,472.62683
GCAM 4.2,EMF30_BCOC-EndU,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,59.23882543,,,,,,,,,,63.787242,,,,,,,,,,69.28553699,,,,,,,,,,72.68034748,,,,,,,,,,74.4447995,,,,,,,,,,74.57954832,,,,,,,,,,73.69367659,,,,,,,,,,71.80054468,,,,,,,,,,70.06956574
GCAM 4.2,EMF30_BCOC-EndU,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.416747046,,,,,,,,,,1.19457972,,,,,,,,,,2.298170704,,,,,,,,,,3.798150058,,,,,,,,,,5.030217537,,,,,,,,,,6.517007698,,,,,,,,,,8.173882077,,,,,,,,,,9.96396726,,,,,,,,,,11.45283178
GCAM 4.2,EMF30_Baseline,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,40945.67385,,,,,,,,,,50723.23796,,,,,,,,,,62361.23191,,,,,,,,,,71717.78894,,,,,,,,,,80868.80657,,,,,,,,,,89080.82252,,,,,,,,,,95483.24287,,,,,,,,,,101114.2136,,,,,,,,,,107943.6859
GCAM 4.2,EMF30_Baseline,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,86.80505835,,,,,,,,,,108.7688158,,,,,,,,,,134.9994489,,,,,,,,,,162.0649552,,,,,,,,,,188.737464,,,,,,,,,,214.0848056,,,,,,,,,,236.7506137,,,,,,,,,,255.3060035,,,,,,,,,,269.7604037
GCAM 4.2,EMF30_Baseline,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,77.52147549,,,,,,,,,,91.14746905,,,,,,,,,,102.9363799,,,,,,,,,,113.7579724,,,,,,,,,,122.3190868,,,,,,,,,,131.4928635,,,,,,,,,,142.5135839,,,,,,,,,,156.1439192,,,,,,,,,,170.7589248
GCAM 4.2,EMF30_Baseline,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,187.9704428,,,,,,,,,,218.810582,,,,,,,,,,249.9987673,,,,,,,,,,283.042423,,,,,,,,,,321.2119152,,,,,,,,,,362.3050965,,,,,,,,,,403.8236303,,,,,,,,,,441.8359119,,,,,,,,,,471.2979311
GCAM 4.2,EMF30_Baseline,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,62.24886259,,,,,,,,,,70.54010278,,,,,,,,,,75.89328727,,,,,,,,,,78.69879314,,,,,,,,,,79.6827427,,,,,,,,,,78.92364694,,,,,,,,,,77.15876049,,,,,,,,,,74.47471495,,,,,,,,,,72.20603092
GCAM 4.2,EMF30_Baseline,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.41713611,,,,,,,,,,1.195898426,,,,,,,,,,2.299045145,,,,,,,,,,3.799129263,,,,,,,,,,5.031160895,,,,,,,,,,6.517666987,,,,,,,,,,8.174889134,,,,,,,,,,9.963394129,,,,,,,,,,11.45655213
GCAM 4.2,EMF30_CH4-Only,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,42440.9254,,,,,,,,,,49056.68481,,,,,,,,,,60087.09232,,,,,,,,,,68832.56137,,,,,,,,,,77359.31616,,,,,,,,,,85346.99564,,,,,,,,,,91400.16765,,,,,,,,,,97005.67966,,,,,,,,,,102978.1032
GCAM 4.2,EMF30_CH4-Only,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,85.94440119,,,,,,,,,,107.1878654,,,,,,,,,,133.4986554,,,,,,,,,,160.7419526,,,,,,,,,,187.615393,,,,,,,,,,213.2011953,,,,,,,,,,235.9573601,,,,,,,,,,254.5764507,,,,,,,,,,268.9609508
GCAM 4.2,EMF30_CH4-Only,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,75.50582776,,,,,,,,,,87.91144145,,,,,,,,,,100.1592322,,,,,,,,,,111.3368863,,,,,,,,,,120.8213894,,,,,,,,,,130.278045,,,,,,,,,,141.2020012,,,,,,,,,,154.5235933,,,,,,,,,,169.3986516
GCAM 4.2,EMF30_CH4-Only,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,187.1599135,,,,,,,,,,216.4649371,,,,,,,,,,247.2929776,,,,,,,,,,279.9648125,,,,,,,,,,317.5958336,,,,,,,,,,358.4413901,,,,,,,,,,400.1632625,,,,,,,,,,437.4237244,,,,,,,,,,466.3568682
GCAM 4.2,EMF30_CH4-Only,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,60.33241251,,,,,,,,,,65.98233434,,,,,,,,,,70.75610538,,,,,,,,,,73.42282334,,,,,,,,,,74.37127951,,,,,,,,,,73.81941141,,,,,,,,,,72.47228885,,,,,,,,,,70.18189205,,,,,,,,,,67.88317435
GCAM 4.2,EMF30_CH4-Only,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.418949947,,,,,,,,,,1.203634474,,,,,,,,,,2.308182422,,,,,,,,,,3.803296362,,,,,,,,,,5.038151728,,,,,,,,,,6.535864251,,,,,,,,,,8.19245421,,,,,,,,,,9.983049905,,,,,,,,,,11.47256309
GCAM 4.2,EMF30_ClimPolicy,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,31050.66851,,,,,,,,,,32912.21861,,,,,,,,,,32003.42287,,,,,,,,,,24453.54086,,,,,,,,,,21367.35845,,,,,,,,,,18887.81997,,,,,,,,,,16081.3367,,,,,,,,,,12877.55101,,,,,,,,,,9926.667735
GCAM 4.2,EMF30_ClimPolicy,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,78.93286175,,,,,,,,,,101.8198474,,,,,,,,,,138.0965953,,,,,,,,,,183.189398,,,,,,,,,,234.7767986,,,,,,,,,,287.261337,,,,,,,,,,332.5067628,,,,,,,,,,366.6834374,,,,,,,,,,390.5026162
GCAM 4.2,EMF30_ClimPolicy,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,72.9474914,,,,,,,,,,80.81939256,,,,,,,,,,85.52390446,,,,,,,,,,84.69421738,,,,,,,,,,78.99937312,,,,,,,,,,72.99222708,,,,,,,,,,68.78409175,,,,,,,,,,64.75672696,,,,,,,,,,58.56202597
GCAM 4.2,EMF30_ClimPolicy,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,181.4686042,,,,,,,,,,204.4291872,,,,,,,,,,219.1214508,,,,,,,,,,226.6257457,,,,,,,,,,227.4204045,,,,,,,,,,219.984436,,,,,,,,,,207.4272694,,,,,,,,,,193.2222739,,,,,,,,,,176.2882003
GCAM 4.2,EMF30_ClimPolicy,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,37.13711157,,,,,,,,,,32.37110323,,,,,,,,,,23.93592326,,,,,,,,,,15.07462887,,,,,,,,,,8.336902843,,,,,,,,,,4.437654466,,,,,,,,,,2.560589352,,,,,,,,,,1.570650174,,,,,,,,,,1.011898124
GCAM 4.2,EMF30_ClimPolicy,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.454008408,,,,,,,,,,1.427199258,,,,,,,,,,2.929928079,,,,,,,,,,5.13100779,,,,,,,,,,7.721138622,,,,,,,,,,12.10188548,,,,,,,,,,17.93511627,,,,,,,,,,25.67108723,,,,,,,,,,33.26104792
GCAM 4.2,EMF30_ClimPolicy+SLCF,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,31147.24038,,,,,,,,,,32349.09182,,,,,,,,,,31850.52655,,,,,,,,,,24329.3174,,,,,,,,,,21355.46619,,,,,,,,,,18997.06783,,,,,,,,,,16308.26382,,,,,,,,,,13224.76916,,,,,,,,,,10302.08438
GCAM 4.2,EMF30_ClimPolicy+SLCF,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,79.30131404,,,,,,,,,,103.0825835,,,,,,,,,,139.250592,,,,,,,,,,184.0812305,,,,,,,,,,235.6114817,,,,,,,,,,288.3393391,,,,,,,,,,334.1762048,,,,,,,,,,369.444455,,,,,,,,,,394.2123055
GCAM 4.2,EMF30_ClimPolicy+SLCF,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,72.22326108,,,,,,,,,,79.23139862,,,,,,,,,,84.99469015,,,,,,,,,,84.87248757,,,,,,,,,,79.75698696,,,,,,,,,,73.94103327,,,,,,,,,,69.87215937,,,,,,,,,,65.99292867,,,,,,,,,,60.19024919
GCAM 4.2,EMF30_ClimPolicy+SLCF,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,181.6025795,,,,,,,,,,205.3587635,,,,,,,,,,219.4559648,,,,,,,,,,227.0793918,,,,,,,,,,228.1621,,,,,,,,,,221.3486458,,,,,,,,,,209.37274,,,,,,,,,,195.5956437,,,,,,,,,,178.5888827
GCAM 4.2,EMF30_ClimPolicy+SLCF,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,36.13029775,,,,,,,,,,30.83176932,,,,,,,,,,23.24223484,,,,,,,,,,14.87366098,,,,,,,,,,8.297992677,,,,,,,,,,4.450453997,,,,,,,,,,2.569926373,,,,,,,,,,1.540495991,,,,,,,,,,0.926848922
GCAM 4.2,EMF30_ClimPolicy+SLCF,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.453644142,,,,,,,,,,1.422740994,,,,,,,,,,2.915181667,,,,,,,,,,5.122794939,,,,,,,,,,7.739509513,,,,,,,,,,12.10048762,,,,,,,,,,17.81171495,,,,,,,,,,25.06603736,,,,,,,,,,31.97106926
GCAM 4.2,EMF30_D_CH4-ClimPolicy,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,41025.31213,,,,,,,,,,50640.09066,,,,,,,,,,62175.27868,,,,,,,,,,71379.85815,,,,,,,,,,80283.97504,,,,,,,,,,88109.49692,,,,,,,,,,93770.10511,,,,,,,,,,98016.74546,,,,,,,,,,102492.9799
GCAM 4.2,EMF30_D_CH4-ClimPolicy,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,86.72371825,,,,,,,,,,108.6532479,,,,,,,,,,134.8314321,,,,,,,,,,161.8381128,,,,,,,,,,188.4321527,,,,,,,,,,213.6505695,,,,,,,,,,236.1198712,,,,,,,,,,254.3092725,,,,,,,,,,267.9563312
GCAM 4.2,EMF30_D_CH4-ClimPolicy,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,77.3294929,,,,,,,,,,90.8801923,,,,,,,,,,102.5902697,,,,,,,,,,113.3592905,,,,,,,,,,121.9155325,,,,,,,,,,130.9275847,,,,,,,,,,141.4801029,,,,,,,,,,153.8152091,,,,,,,,,,166.069737
GCAM 4.2,EMF30_D_CH4-ClimPolicy,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,187.9090523,,,,,,,,,,218.6293943,,,,,,,,,,249.710802,,,,,,,,,,282.5042041,,,,,,,,,,320.2063276,,,,,,,,,,360.6393373,,,,,,,,,,401.3439862,,,,,,,,,,437.8920253,,,,,,,,,,466.1068755
GCAM 4.2,EMF30_D_CH4-ClimPolicy,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,62.07482002,,,,,,,,,,70.23869598,,,,,,,,,,75.36701334,,,,,,,,,,77.79392288,,,,,,,,,,78.19172534,,,,,,,,,,76.56678552,,,,,,,,,,73.67649026,,,,,,,,,,69.53960763,,,,,,,,,,64.85983027
GCAM 4.2,EMF30_D_CH4-ClimPolicy,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.417284663,,,,,,,,,,1.196452487,,,,,,,,,,2.299911363,,,,,,,,,,3.799521445,,,,,,,,,,5.031016815,,,,,,,,,,6.517573735,,,,,,,,,,8.173182627,,,,,,,,,,9.956913976,,,,,,,,,,11.43325634
GCAM 4.2,EMF30_D_CO2-Only,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,31393.76904,,,,,,,,,,33346.46928,,,,,,,,,,32591.80097,,,,,,,,,,24860.31528,,,,,,,,,,21868.85506,,,,,,,,,,19350.78099,,,,,,,,,,16567.46584,,,,,,,,,,13442.59188,,,,,,,,,,10419.67383
GCAM 4.2,EMF30_D_CO2-Only,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,79.02433271,,,,,,,,,,101.6382561,,,,,,,,,,137.9260775,,,,,,,,,,183.0987283,,,,,,,,,,235.0541065,,,,,,,,,,288.3125271,,,,,,,,,,334.9673655,,,,,,,,,,371.451382,,,,,,,,,,397.8495999
GCAM 4.2,EMF30_D_CO2-Only,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,73.91446982,,,,,,,,,,82.02260994,,,,,,,,,,87.25633792,,,,,,,,,,86.62355888,,,,,,,,,,80.75890002,,,,,,,,,,74.50324459,,,,,,,,,,70.16831364,,,,,,,,,,66.17168462,,,,,,,,,,60.3954438
GCAM 4.2,EMF30_D_CO2-Only,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,181.9461278,,,,,,,,,,205.4392165,,,,,,,,,,220.2416639,,,,,,,,,,228.1850601,,,,,,,,,,229.3910432,,,,,,,,,,222.7367469,,,,,,,,,,210.9056465,,,,,,,,,,197.4255257,,,,,,,,,,181.0586856
GCAM 4.2,EMF30_D_CO2-Only,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,37.6061489,,,,,,,,,,32.94450835,,,,,,,,,,24.3748023,,,,,,,,,,15.36296669,,,,,,,,,,8.573944854,,,,,,,,,,4.576758631,,,,,,,,,,2.607632361,,,,,,,,,,1.574530002,,,,,,,,,,0.947110331
GCAM 4.2,EMF30_D_CO2-Only,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.454294421,,,,,,,,,,1.431955897,,,,,,,,,,2.954624418,,,,,,,,,,5.208501854,,,,,,,,,,7.82293064,,,,,,,,,,12.16640301,,,,,,,,,,17.90167902,,,,,,,,,,25.23050684,,,,,,,,,,32.32757964
GCAM 4.2,EMF30_D_Frozen-CH4,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,40945.67385,,,,,,,,,,50723.23796,,,,,,,,,,62361.23191,,,,,,,,,,71717.78894,,,,,,,,,,80868.80657,,,,,,,,,,89080.82252,,,,,,,,,,95483.24287,,,,,,,,,,101114.2136,,,,,,,,,,107943.6859
GCAM 4.2,EMF30_D_Frozen-CH4,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,86.80505835,,,,,,,,,,108.7688158,,,,,,,,,,134.9994489,,,,,,,,,,162.0649552,,,,,,,,,,188.737464,,,,,,,,,,214.0848056,,,,,,,,,,236.7506137,,,,,,,,,,255.3060035,,,,,,,,,,269.7604037
GCAM 4.2,EMF30_D_Frozen-CH4,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,77.52147549,,,,,,,,,,91.14746905,,,,,,,,,,102.9363799,,,,,,,,,,113.7579724,,,,,,,,,,122.3190868,,,,,,,,,,131.4928635,,,,,,,,,,142.5135839,,,,,,,,,,156.1439192,,,,,,,,,,170.7589248
GCAM 4.2,EMF30_D_Frozen-CH4,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,187.9704428,,,,,,,,,,218.810582,,,,,,,,,,249.9987673,,,,,,,,,,283.042423,,,,,,,,,,321.2119152,,,,,,,,,,362.3050965,,,,,,,,,,403.8236303,,,,,,,,,,441.8359119,,,,,,,,,,471.2979311
GCAM 4.2,EMF30_D_Frozen-CH4,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,62.24886259,,,,,,,,,,70.54010278,,,,,,,,,,75.89328727,,,,,,,,,,78.69879314,,,,,,,,,,79.6827427,,,,,,,,,,78.92364694,,,,,,,,,,77.15876049,,,,,,,,,,74.47471495,,,,,,,,,,72.20603092
GCAM 4.2,EMF30_D_Frozen-CH4,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.41713611,,,,,,,,,,1.195898426,,,,,,,,,,2.299045145,,,,,,,,,,3.799129263,,,,,,,,,,5.031160895,,,,,,,,,,6.517666987,,,,,,,,,,8.174889134,,,,,,,,,,9.963394129,,,,,,,,,,11.45655213
GCAM 4.2,EMF30_D_Frozen-EF,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,33388.93264,,,,,38359.5115,,,,,,,,,,40945.67385,,,,,,,,,,50723.23796,,,,,,,,,,62361.23191,,,,,,,,,,71717.78894,,,,,,,,,,80868.80657,,,,,,,,,,89080.82252,,,,,,,,,,95483.24287,,,,,,,,,,101114.2136,,,,,,,,,,107943.6859
GCAM 4.2,EMF30_D_Frozen-EF,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,55.61404205,,,,,65.71526711,,,,,,,,,,86.80505835,,,,,,,,,,108.7688158,,,,,,,,,,134.9994489,,,,,,,,,,162.0649552,,,,,,,,,,188.737464,,,,,,,,,,214.0848056,,,,,,,,,,236.7506137,,,,,,,,,,255.3060035,,,,,,,,,,269.7604037
GCAM 4.2,EMF30_D_Frozen-EF,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,57.6547391,,,,,63.53801196,,,,,,,,,,77.52147549,,,,,,,,,,91.14746905,,,,,,,,,,102.9363799,,,,,,,,,,113.7579724,,,,,,,,,,122.3190868,,,,,,,,,,131.4928635,,,,,,,,,,142.5135839,,,,,,,,,,156.1439192,,,,,,,,,,170.7589248
GCAM 4.2,EMF30_D_Frozen-EF,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,149.3829647,,,,,157.8289915,,,,,,,,,,187.9704428,,,,,,,,,,218.810582,,,,,,,,,,249.9987673,,,,,,,,,,283.042423,,,,,,,,,,321.2119152,,,,,,,,,,362.3050965,,,,,,,,,,403.8236303,,,,,,,,,,441.8359119,,,,,,,,,,471.2979311
GCAM 4.2,EMF30_D_Frozen-EF,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,43.3529521,,,,,49.97054368,,,,,,,,,,62.24886259,,,,,,,,,,70.54010278,,,,,,,,,,75.89328727,,,,,,,,,,78.69879314,,,,,,,,,,79.6827427,,,,,,,,,,78.92364694,,,,,,,,,,77.15876049,,,,,,,,,,74.47471495,,,,,,,,,,72.20603092
GCAM 4.2,EMF30_D_Frozen-EF,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.41713611,,,,,,,,,,1.195898426,,,,,,,,,,2.299045145,,,,,,,,,,3.799129263,,,,,,,,,,5.031160895,,,,,,,,,,6.517666987,,,,,,,,,,8.174889134,,,,,,,,,,9.963394129,,,,,,,,,,11.45655213
