Model,Scenario,Region,Variable,Unit,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
WITCH 5.0,EN_INDCi2030_1200f_NDCp,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41556028,,,,,36.88977638,,,,,34.93014913,,,,,31.33148299,,,,,29.21424247,,,,,27.39159342,,,,,25.71079552,,,,,24.21253043,,,,,22.80754781,,,,,21.47131041,,,,,20.2004456,,,,,18.99179218,,,,,17.8429434,,,,,16.75137818,,,,,15.71347664,,,,,14.726458,,,,,13.78762474
WITCH 5.0,EN_INDCi2030_1200f_NDCp,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243121478,,,,,0.614119529,,,,,0.467331223,,,,,1.904167757,,,,,3.102834729,,,,,4.987724204,,,,,6.710988471,,,,,8.348106359,,,,,9.572896574,,,,,9.732331905,,,,,10.19592261,,,,,11.28046955,,,,,12.73233973,,,,,13.97283249,,,,,12.8962436,,,,,12.30187327,,,,,12.40329983
WITCH 5.0,EN_INDCi2030_1400,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36684.17588,,,,,37103.45576,,,,,35217.10674,,,,,27350.81035,,,,,22193.53978,,,,,19468.20301,,,,,17195.96864,,,,,14958.53102,,,,,12715.47137,,,,,10741.95849,,,,,9132.51409,,,,,7591.649204,,,,,5770.405688,,,,,3843.359364,,,,,1145.845007,,,,,-1010.06294,,,,,-1619.312917
WITCH 5.0,EN_INDCi2030_1400,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.68342988,,,,,103.8392099,,,,,115.1138472,,,,,115.0975907,,,,,131.0655205,,,,,159.8592995,,,,,185.8337435,,,,,208.8003437,,,,,229.3537442,,,,,248.0273906,,,,,265.2067869,,,,,283.11514,,,,,303.140993,,,,,321.5029794,,,,,339.4786862,,,,,356.1432065,,,,,364.4530701
WITCH 5.0,EN_INDCi2030_1400,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.86419686,,,,,67.85090524,,,,,71.12821633,,,,,65.83673839,,,,,64.02954052,,,,,63.7906943,,,,,64.14845675,,,,,65.3016018,,,,,67.49667409,,,,,67.67598685,,,,,67.89334583,,,,,67.98952452,,,,,67.64309496,,,,,68.82252768,,,,,69.63944585,,,,,70.78367593,,,,,74.68795382
WITCH 5.0,EN_INDCi2030_1400,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.5436647,,,,,155.4811437,,,,,161.6246989,,,,,161.2999126,,,,,154.7562978,,,,,147.8963402,,,,,139.8194004,,,,,131.0826579,,,,,123.4638215,,,,,117.9694188,,,,,114.4646343,,,,,111.4686673,,,,,107.3532519,,,,,102.0621512,,,,,95.34358082,,,,,89.48710336,,,,,91.51126649
WITCH 5.0,EN_INDCi2030_1400,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41548695,,,,,36.98964138,,,,,35.06814736,,,,,31.44803712,,,,,29.32764532,,,,,27.49831298,,,,,25.83791516,,,,,24.29769755,,,,,22.88862946,,,,,21.54828056,,,,,20.27623462,,,,,19.067701,,,,,17.91943766,,,,,16.82829474,,,,,15.79062869,,,,,14.80336097,,,,,13.8644885
WITCH 5.0,EN_INDCi2030_1400,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243124868,,,,,0.613528103,,,,,0.4668773,,,,,1.776970069,,,,,2.514335589,,,,,4.211635353,,,,,6.215127647,,,,,7.944361559,,,,,8.68751331,,,,,8.770214481,,,,,8.8504226,,,,,8.830183301,,,,,9.055197916,,,,,9.412674046,,,,,9.175783168,,,,,9.061635395,,,,,9.271070261
WITCH 5.0,EN_INDCi2030_1400_NDCp,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36696.91252,,,,,37732.34994,,,,,32303.63212,,,,,27062.34826,,,,,22154.85597,,,,,19532.37843,,,,,17386.64016,,,,,15189.11709,,,,,13102.68608,,,,,11267.84581,,,,,9382.551434,,,,,7776.085932,,,,,6056.702662,,,,,4138.787927,,,,,1551.212106,,,,,-858.3508035,,,,,-1713.813652
WITCH 5.0,EN_INDCi2030_1400_NDCp,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.91423411,,,,,103.3046369,,,,,104.4957816,,,,,114.9335361,,,,,131.8153963,,,,,159.35884,,,,,186.3207272,,,,,208.7397178,,,,,229.245505,,,,,247.8987296,,,,,265.8367697,,,,,283.5523005,,,,,303.5230459,,,,,322.2722382,,,,,340.1949663,,,,,358.3225902,,,,,368.0165515
WITCH 5.0,EN_INDCi2030_1400_NDCp,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.81796581,,,,,67.63558288,,,,,64.14362665,,,,,66.32352923,,,,,64.56098813,,,,,64.65697803,,,,,64.61192738,,,,,65.83534669,,,,,68.80380341,,,,,70.88295557,,,,,70.15518539,,,,,69.62536763,,,,,69.12737378,,,,,68.92869762,,,,,68.24469927,,,,,69.43035887,,,,,72.53302412
WITCH 5.0,EN_INDCi2030_1400_NDCp,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.2036391,,,,,153.7166698,,,,,155.8230252,,,,,160.8559253,,,,,155.0470563,,,,,148.6042782,,,,,140.5151794,,,,,132.3464071,,,,,125.5358153,,,,,120.7214875,,,,,116.7043441,,,,,113.7574517,,,,,110.6975586,,,,,105.1964878,,,,,98.67520773,,,,,93.37047462,,,,,93.82102383
WITCH 5.0,EN_INDCi2030_1400_NDCp,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41556028,,,,,36.88977638,,,,,34.93014913,,,,,31.46360173,,,,,29.352755,,,,,27.53953152,,,,,25.85265596,,,,,24.32119025,,,,,22.91344354,,,,,21.57429625,,,,,20.29996339,,,,,19.09107326,,,,,17.94259419,,,,,16.85135698,,,,,15.81369092,,,,,14.82625883,,,,,13.88705458
WITCH 5.0,EN_INDCi2030_1400_NDCp,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243121478,,,,,0.614119529,,,,,0.467331223,,,,,1.668610811,,,,,2.913035964,,,,,4.998296871,,,,,6.587088398,,,,,7.909758304,,,,,8.962153906,,,,,10.11397026,,,,,10.11761444,,,,,10.18471062,,,,,10.77834475,,,,,11.41220974,,,,,11.49635466,,,,,11.90013908,,,,,12.01592279
WITCH 5.0,EN_INDCi2030_1400f,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36684.17588,,,,,37103.45576,,,,,35217.10674,,,,,27498.58434,,,,,22190.09056,,,,,19417.05213,,,,,17226.24896,,,,,15102.97227,,,,,12812.48096,,,,,10805.12571,,,,,8947.081016,,,,,7335.514102,,,,,5575.44543,,,,,3727.590322,,,,,1489.139551,,,,,-736.3109795,,,,,-2752.590356
WITCH 5.0,EN_INDCi2030_1400f,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.68342988,,,,,103.8392099,,,,,115.1138472,,,,,115.3177159,,,,,131.0818541,,,,,159.8398137,,,,,185.864656,,,,,208.9291689,,,,,229.1351162,,,,,247.3877821,,,,,264.2418151,,,,,281.1848295,,,,,299.7073806,,,,,316.7368045,,,,,332.5610137,,,,,349.061802,,,,,360.9462957
WITCH 5.0,EN_INDCi2030_1400f,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.86419686,,,,,67.85090524,,,,,71.12821633,,,,,66.05021068,,,,,64.23037196,,,,,64.05127428,,,,,64.18133455,,,,,65.51748382,,,,,68.24427761,,,,,70.22465941,,,,,70.51621421,,,,,71.19594353,,,,,71.87456982,,,,,73.39987349,,,,,75.27437591,,,,,78.81032869,,,,,82.55714637
WITCH 5.0,EN_INDCi2030_1400f,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.5436647,,,,,155.4811437,,,,,161.6246989,,,,,162.0544958,,,,,155.6461191,,,,,148.7317747,,,,,140.4535244,,,,,132.0046902,,,,,123.5652413,,,,,116.5192665,,,,,110.3128366,,,,,105.2600236,,,,,100.1892549,,,,,94.44047908,,,,,89.01025041,,,,,84.59341611,,,,,80.312352
WITCH 5.0,EN_INDCi2030_1400f,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41548695,,,,,36.98964138,,,,,35.06814736,,,,,31.46902835,,,,,29.34636588,,,,,27.51325774,,,,,25.84518554,,,,,24.31170842,,,,,22.90580047,,,,,21.56963374,,,,,20.29876536,,,,,19.09024638,,,,,17.94150332,,,,,16.85007501,,,,,15.8122463,,,,,14.82479312,,,,,13.88538216
WITCH 5.0,EN_INDCi2030_1400f,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243124868,,,,,0.613528103,,,,,0.4668773,,,,,1.777519101,,,,,2.51047946,,,,,4.20257684,,,,,6.213106698,,,,,7.919309352,,,,,8.916742755,,,,,9.856873188,,,,,9.692716373,,,,,9.502432628,,,,,9.474197676,,,,,9.675298524,,,,,9.08957358,,,,,8.763222356,,,,,8.896545522
WITCH 5.0,EN_INDCi2030_1400f_NDCp,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36696.91252,,,,,37732.34994,,,,,32303.63212,,,,,27369.57737,,,,,22524.46587,,,,,19702.05521,,,,,17563.12101,,,,,15513.97407,,,,,13321.12757,,,,,11373.72185,,,,,9323.978557,,,,,7630.608826,,,,,5637.692227,,,,,3689.537764,,,,,1392.103461,,,,,-1040.168936,,,,,-3288.369279
WITCH 5.0,EN_INDCi2030_1400f_NDCp,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.91423411,,,,,103.3046369,,,,,104.4957816,,,,,115.4338307,,,,,131.9097742,,,,,159.3482535,,,,,186.2566513,,,,,208.5204072,,,,,228.8620145,,,,,247.1681716,,,,,264.9822377,,,,,282.0617926,,,,,300.5120364,,,,,318.1421575,,,,,333.9630006,,,,,351.136089,,,,,364.5857837
WITCH 5.0,EN_INDCi2030_1400f_NDCp,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.81796581,,,,,67.63558288,,,,,64.14362665,,,,,66.88351877,,,,,65.16171176,,,,,65.16084194,,,,,65.341949,,,,,66.52459308,,,,,69.31173487,,,,,71.33247691,,,,,71.4842438,,,,,71.90483261,,,,,72.24317412,,,,,73.11314384,,,,,74.68759081,,,,,78.25366249,,,,,81.39194647
WITCH 5.0,EN_INDCi2030_1400f_NDCp,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.2036391,,,,,153.7166698,,,,,155.8230252,,,,,161.7644047,,,,,157.1916826,,,,,150.6393788,,,,,142.4681418,,,,,134.0497937,,,,,125.6424557,,,,,119.2099004,,,,,113.3274634,,,,,107.675155,,,,,102.3313677,,,,,96.26761985,,,,,90.87710302,,,,,85.87689099,,,,,81.40152454
WITCH 5.0,EN_INDCi2030_1400f_NDCp,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41556028,,,,,36.88977638,,,,,34.93014913,,,,,31.50863169,,,,,29.39174454,,,,,27.57156634,,,,,25.89441201,,,,,24.34041383,,,,,22.93407048,,,,,21.59775132,,,,,20.32688042,,,,,19.1182196,,,,,17.96943992,,,,,16.87783714,,,,,15.84005212,,,,,14.85244244,,,,,13.91301272
WITCH 5.0,EN_INDCi2030_1400f_NDCp,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243121478,,,,,0.614119529,,,,,0.467331223,,,,,1.666954075,,,,,2.899060738,,,,,4.990244789,,,,,6.560640698,,,,,7.87889899,,,,,9.015365158,,,,,10.05890189,,,,,10.05613355,,,,,10.10210716,,,,,10.60324722,,,,,11.2843137,,,,,10.81953649,,,,,10.53444981,,,,,10.71530627
WITCH 5.0,EN_INDCi2030_1600,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36684.17588,,,,,37103.45576,,,,,35217.10674,,,,,28972.02295,,,,,24914.4619,,,,,21325.90687,,,,,19295.95707,,,,,17264.57508,,,,,15510.35283,,,,,13738.17168,,,,,11857.61788,,,,,10143.61223,,,,,8671.274645,,,,,7251.70328,,,,,5649.399406,,,,,4127.755188,,,,,2398.031947
WITCH 5.0,EN_INDCi2030_1600,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.68342988,,,,,103.8392099,,,,,115.1138472,,,,,117.7956778,,,,,132.0856785,,,,,160.1454767,,,,,184.8106956,,,,,206.9776463,,,,,227.2988973,,,,,245.5310701,,,,,262.7216075,,,,,280.24925,,,,,297.2734465,,,,,314.4716916,,,,,330.0270731,,,,,346.7054928,,,,,359.4259425
WITCH 5.0,EN_INDCi2030_1600,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.86419686,,,,,67.85090524,,,,,71.12821633,,,,,68.89790062,,,,,67.5418421,,,,,67.79096746,,,,,68.30016747,,,,,70.6275728,,,,,72.80854603,,,,,74.5699741,,,,,73.96339462,,,,,73.58737773,,,,,73.10873372,,,,,71.39513738,,,,,69.7957943,,,,,68.02667789,,,,,67.49011758
WITCH 5.0,EN_INDCi2030_1600,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.5436647,,,,,155.4811437,,,,,161.6246989,,,,,164.6501066,,,,,161.6392375,,,,,156.0434734,,,,,150.5135935,,,,,143.4498644,,,,,137.0325159,,,,,130.5649511,,,,,124.2775316,,,,,120.7415745,,,,,117.8152441,,,,,113.0705629,,,,,108.0566959,,,,,104.4103554,,,,,100.3550269
WITCH 5.0,EN_INDCi2030_1600,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41548695,,,,,36.98964138,,,,,35.06814736,,,,,31.6482641,,,,,29.50522465,,,,,27.67077023,,,,,26.00606707,,,,,24.42220537,,,,,23.00422791,,,,,21.66252517,,,,,20.3899105,,,,,19.18085461,,,,,18.03246665,,,,,16.94112044,,,,,15.90332613,,,,,14.91594462,,,,,13.97668197
WITCH 5.0,EN_INDCi2030_1600,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243124868,,,,,0.613528103,,,,,0.4668773,,,,,1.769793373,,,,,2.491825182,,,,,4.084681915,,,,,6.136576253,,,,,8.21576262,,,,,8.763410096,,,,,9.894204265,,,,,9.757941067,,,,,9.747244906,,,,,9.683877292,,,,,9.836805208,,,,,9.847965844,,,,,9.386681169,,,,,9.336843093
WITCH 5.0,EN_INDCi2030_1600_NDCp,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36696.91252,,,,,37732.34994,,,,,32303.63212,,,,,28958.02516,,,,,25026.56518,,,,,21498.75364,,,,,19423.27074,,,,,17599.72824,,,,,15995.2596,,,,,14392.97507,,,,,12575.66133,,,,,10723.87997,,,,,8582.015621,,,,,6970.116381,,,,,5180.039054,,,,,3573.596022,,,,,1824.945884
WITCH 5.0,EN_INDCi2030_1600_NDCp,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.91423411,,,,,103.3046369,,,,,104.4957816,,,,,118.4006349,,,,,132.6971132,,,,,159.8077108,,,,,185.434141,,,,,206.8083819,,,,,226.8415625,,,,,243.7775767,,,,,261.5821046,,,,,278.7725044,,,,,295.6341118,,,,,313.1897967,,,,,329.3923812,,,,,346.4449101,,,,,360.0879089
WITCH 5.0,EN_INDCi2030_1600_NDCp,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.81796581,,,,,67.63558288,,,,,64.14362665,,,,,69.64237081,,,,,68.36307029,,,,,68.66995753,,,,,69.21913128,,,,,70.66000627,,,,,73.64331901,,,,,76.35312948,,,,,76.4754199,,,,,76.68650201,,,,,75.53079799,,,,,73.70495519,,,,,71.85190467,,,,,69.64632984,,,,,68.85555856
WITCH 5.0,EN_INDCi2030_1600_NDCp,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.2036391,,,,,153.7166698,,,,,155.8230252,,,,,164.4494405,,,,,162.4100702,,,,,157.5540993,,,,,152.4947928,,,,,146.5798476,,,,,140.1344514,,,,,133.6644831,,,,,128.5385558,,,,,125.9992417,,,,,121.7979158,,,,,117.5101654,,,,,111.5161514,,,,,107.279193,,,,,104.3654598
WITCH 5.0,EN_INDCi2030_1600_NDCp,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41556028,,,,,36.88977638,,,,,34.93014913,,,,,31.67341826,,,,,29.54388302,,,,,27.724123,,,,,26.04909581,,,,,24.45921868,,,,,23.04363101,,,,,21.70403855,,,,,20.43246834,,,,,19.22358896,,,,,18.07449564,,,,,16.98296572,,,,,15.94504455,,,,,14.95760863,,,,,14.01829253
WITCH 5.0,EN_INDCi2030_1600_NDCp,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243121478,,,,,0.614119529,,,,,0.467331223,,,,,1.656802964,,,,,2.873975352,,,,,4.861003849,,,,,6.405377093,,,,,7.771298901,,,,,8.880495662,,,,,10.18486853,,,,,10.34332605,,,,,10.57515337,,,,,10.91522428,,,,,11.63400705,,,,,12.18782138,,,,,11.67146554,,,,,11.83121804
WITCH 5.0,EN_INDCi2030_1600f,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36684.17588,,,,,37103.45576,,,,,35217.10674,,,,,29112.94228,,,,,25097.77402,,,,,21348.16993,,,,,19348.90381,,,,,17480.75815,,,,,15785.12349,,,,,13990.10732,,,,,12139.6276,,,,,10279.55131,,,,,8274.341827,,,,,6722.362958,,,,,5209.015999,,,,,3820.199474,,,,,2214.553666
WITCH 5.0,EN_INDCi2030_1600f,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.68342988,,,,,103.8392099,,,,,115.1138472,,,,,118.0795397,,,,,132.2929132,,,,,160.2191159,,,,,184.7077777,,,,,206.8145606,,,,,226.6401805,,,,,243.3374822,,,,,260.323602,,,,,276.9890658,,,,,293.0257663,,,,,309.1675663,,,,,323.5548363,,,,,338.8031616,,,,,351.6468733
WITCH 5.0,EN_INDCi2030_1600f,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.86419686,,,,,67.85090524,,,,,71.12821633,,,,,69.12544215,,,,,67.8500633,,,,,68.15922631,,,,,68.62402384,,,,,70.80288741,,,,,72.87623313,,,,,75.40420683,,,,,75.520532,,,,,75.68743084,,,,,74.80321544,,,,,73.106229,,,,,71.54141296,,,,,70.18978987,,,,,70.35142045
WITCH 5.0,EN_INDCi2030_1600f,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.5436647,,,,,155.4811437,,,,,161.6246989,,,,,165.0419256,,,,,162.9030014,,,,,157.3894507,,,,,151.843425,,,,,145.5499641,,,,,138.5293557,,,,,131.7643845,,,,,124.8123449,,,,,118.24129,,,,,111.7193743,,,,,105.5065265,,,,,99.58855349,,,,,95.37486713,,,,,91.95091265
WITCH 5.0,EN_INDCi2030_1600f,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41548695,,,,,36.98964138,,,,,35.06814736,,,,,31.66765905,,,,,29.52843894,,,,,27.69602095,,,,,26.0306376,,,,,24.44730199,,,,,23.03440568,,,,,21.69764333,,,,,20.42675051,,,,,19.21825482,,,,,18.06953801,,,,,16.97804985,,,,,15.94033623,,,,,14.95292984,,,,,14.01358553
WITCH 5.0,EN_INDCi2030_1600f,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243124868,,,,,0.613528103,,,,,0.4668773,,,,,1.76984404,,,,,2.485249325,,,,,4.070681514,,,,,6.10619308,,,,,8.168197312,,,,,8.66422629,,,,,9.852495488,,,,,9.771411387,,,,,9.844187709,,,,,9.868338579,,,,,10.14478103,,,,,9.976011918,,,,,9.3833405,,,,,9.410921085
WITCH 5.0,EN_INDCi2030_1600f_NDCp,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36696.91252,,,,,37732.34994,,,,,32303.63212,,,,,29148.32229,,,,,25175.01843,,,,,21524.49472,,,,,19607.39312,,,,,17799.34954,,,,,16202.69859,,,,,14490.39554,,,,,12702.79107,,,,,10683.88826,,,,,8424.081526,,,,,6723.135368,,,,,4998.677295,,,,,3477.913622,,,,,1823.378446
WITCH 5.0,EN_INDCi2030_1600f_NDCp,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.91423411,,,,,103.3046369,,,,,104.4957816,,,,,118.8272054,,,,,132.941496,,,,,160.0489262,,,,,185.5047684,,,,,206.8133524,,,,,226.6564076,,,,,243.3686065,,,,,260.7895904,,,,,277.6748374,,,,,293.8837691,,,,,310.3086441,,,,,325.1178906,,,,,340.9044143,,,,,354.4115571
WITCH 5.0,EN_INDCi2030_1600f_NDCp,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.81796581,,,,,67.63558288,,,,,64.14362665,,,,,69.96122312,,,,,68.71089468,,,,,69.0550209,,,,,69.54159351,,,,,71.01797287,,,,,73.75824057,,,,,76.53914007,,,,,77.96665731,,,,,77.96784963,,,,,76.91514757,,,,,75.05972087,,,,,73.13898051,,,,,71.09357643,,,,,70.24886883
WITCH 5.0,EN_INDCi2030_1600f_NDCp,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.2036391,,,,,153.7166698,,,,,155.8230252,,,,,164.8403695,,,,,163.2147877,,,,,158.7947326,,,,,153.6842504,,,,,147.9172393,,,,,141.1540116,,,,,135.4263749,,,,,128.2613572,,,,,122.7606329,,,,,115.4666158,,,,,109.4706645,,,,,102.1840294,,,,,97.24922407,,,,,94.07147097
WITCH 5.0,EN_INDCi2030_1600f_NDCp,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41556028,,,,,36.88977638,,,,,34.93014913,,,,,31.70081244,,,,,29.5710994,,,,,27.75363876,,,,,26.07613237,,,,,24.47387921,,,,,23.0588452,,,,,21.72187845,,,,,20.4509664,,,,,19.24228786,,,,,18.0935768,,,,,17.00201897,,,,,15.96432929,,,,,14.97685425,,,,,14.03751881
WITCH 5.0,EN_INDCi2030_1600f_NDCp,World,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,,,,0.000408926,,,,,0.000295502,,,,,0.243121478,,,,,0.614119529,,,,,0.467331223,,,,,1.656515256,,,,,2.86731474,,,,,4.849387718,,,,,6.367676259,,,,,7.697738339,,,,,8.678454377,,,,,10.01592078,,,,,11.12857152,,,,,11.15399111,,,,,11.36058935,,,,,11.98434186,,,,,12.28582182,,,,,11.67382332,,,,,11.45477473
WITCH 5.0,EN_INDCi2030_1800,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,34180.32678,,,,,36958.04873,,,,,36684.17588,,,,,37103.45576,,,,,35217.10674,,,,,31000.06135,,,,,26916.03892,,,,,24561.42016,,,,,21613.84789,,,,,19948.50303,,,,,18740.68674,,,,,17372.351,,,,,15736.03766,,,,,14015.19508,,,,,11786.53149,,,,,9700.197541,,,,,8110.313371,,,,,6854.562251,,,,,5540.867127
WITCH 5.0,EN_INDCi2030_1800,World,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,,,,63.89963185,,,,,73.05904013,,,,,89.68342988,,,,,103.8392099,,,,,115.1138472,,,,,121.6739514,,,,,134.2436034,,,,,161.2714947,,,,,184.8243997,,,,,205.5805049,,,,,225.2116807,,,,,241.5323147,,,,,258.2838689,,,,,274.1954893,,,,,288.814058,,,,,302.9068312,,,,,315.7962048,,,,,330.4343186,,,,,342.4621864
WITCH 5.0,EN_INDCi2030_1800,World,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,,,,55.24831498,,,,,59.9543083,,,,,62.86419686,,,,,67.85090524,,,,,71.12821633,,,,,72.67596116,,,,,71.40462067,,,,,72.31479595,,,,,72.96388713,,,,,75.4963133,,,,,76.91747699,,,,,78.71278575,,,,,79.44868206,,,,,80.03929769,,,,,79.87278796,,,,,78.94747258,,,,,77.21358456,,,,,75.98274958,,,,,74.96101779
WITCH 5.0,EN_INDCi2030_1800,World,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,,,,134.9205014,,,,,145.8971411,,,,,146.5436647,,,,,155.4811437,,,,,161.6246989,,,,,168.2989164,,,,,168.0091958,,,,,165.3405042,,,,,162.5684287,,,,,159.4055399,,,,,156.1117453,,,,,150.0189449,,,,,143.3508576,,,,,135.9413775,,,,,128.7876046,,,,,122.2652714,,,,,117.3424176,,,,,111.6424781,,,,,107.1124379
WITCH 5.0,EN_INDCi2030_1800,World,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,,,,43.42296028,,,,,44.76293648,,,,,39.41548695,,,,,36.98964138,,,,,35.06814736,,,,,31.87396208,,,,,29.72624575,,,,,27.89483944,,,,,26.23315339,,,,,24.63778897,,,,,23.16731845,,,,,21.82242142,,,,,20.55105686,,,,,19.34265554,,,,,18.19411564,,,,,17.10262104,,,,,16.06495498,,,,,15.07777156,,,,,14.13856318
